dataset_naslov,dataset_name,format,resurs,url,zadnja_izmjena
Raspodjela sredstava mjesne samouprave,raspodjela-sredstava-ms-2023,CSV,Raspodjela sredstava MS 2023.,https://data.zagreb.hr/dataset/9ef0b6fd-8cfb-41cc-b7c1-7d6d1dbdf115/resource/629103a8-3e7b-4458-afe9-c3a3a05f1b78/download/raspodjela-sredstava-prema-gc-i-namjenama-za-2023.csv,2024-03-12
Registar naziva ulica - adresna prostorna jedinica za područje Grada Zagreba,registar-naziva-ulica-adresna-prostorna-jedinica-za-podrucje-grada-zagreba,CSV,Registar naziva ulica,https://data.zagreb.hr/dataset/8e0bd4c4-4b6f-49b9-8327-f2ef9c213b05/resource/e232d55f-16f7-4310-bb30-ecdaf4b21066/download/rpj_ulica.csv,2025-02-18
Registar slobodnih upisnih mjesta u dječjim vrtićima,registar-slobodnih-upisnih-mjesta-u-gradskim-privatnim-i-vjerskim-djecjim-vrticima,CSV,Gradski vrtići s 1.3.2023.,https://data.zagreb.hr/dataset/63190e2c-93c6-419e-868d-ac2e09169d9f/resource/fa300c6d-d4ac-4711-83cc-de4045df3a50/download/podaci-o-slobodnim-mjestima-u-gradskim-vrticima-2022.-2023.-01.03.2023.csv,2023-03-13
Registar slobodnih upisnih mjesta u dječjim vrtićima,registar-slobodnih-upisnih-mjesta-u-gradskim-privatnim-i-vjerskim-djecjim-vrticima,CSV,Privatni i vjerski vrtići s 1.3.2023.,https://data.zagreb.hr/dataset/63190e2c-93c6-419e-868d-ac2e09169d9f/resource/57b832eb-2a67-4529-bd04-13cf9a14768f/download/podaci-o-slobodnim-mjestima-u-privatnim-i-vjerskim-vrticima-na-dan-01.03.2023.-1.csv,2023-03-13
Registar službenih vozila gradske uprave,lista-sluzbenih-vozila-gradske-uprave,CSV,Vozila Gradske uprave 11.06.2024.,https://data.zagreb.hr/dataset/3df85dec-0bed-4d45-af64-141d15088663/resource/6c3139ac-52dc-490a-aac2-6f4fd07f3ad0/download/zaduenja-vozila-benussi.csv,2024-06-28
Registar službenih vozila gradske uprave,lista-sluzbenih-vozila-gradske-uprave,CSV,Vozila gradske uprave 4.3.2024.,https://data.zagreb.hr/dataset/3df85dec-0bed-4d45-af64-141d15088663/resource/95976a63-1746-4dc1-8071-b6f2adf778d0/download/vozila-gradske-uprave.csv,2024-03-04
Registar službenih vozila gradske uprave,lista-sluzbenih-vozila-gradske-uprave,CSV,Vozila gradske uprave 15.11.2024.,https://data.zagreb.hr/dataset/3df85dec-0bed-4d45-af64-141d15088663/resource/7b17b9f8-a68d-45fd-8dbd-b3d9dda5ced8/download/vozila-gradske-uprave-15.11.2024.-csv.csv,2024-11-19
Registar službenih vozila gradske uprave,lista-sluzbenih-vozila-gradske-uprave,CSV,Vozila gradske uprave 09.01.2026. ,https://data.zagreb.hr/dataset/3df85dec-0bed-4d45-af64-141d15088663/resource/27dad1a1-abfb-4385-b487-882fd505c7b6/download/vozila-gradske-uprave-09.01.2026.-csv.csv,2026-01-09
Registar sportskih djelatnosti,registar-sportskih-djelatnosti,CSV,Registar sportskih djelatnosti,https://data.zagreb.hr/dataset/5e77ff2c-f15c-4171-acda-92407b58cc4f/resource/673354ed-6ada-4a7d-acfd-2fcbf3bbc836/download/registar-sportskih-djelatnosti.csv,2023-03-01
Registar ugovora o zakupu / korištenju poslovnih prostora,registar-ugovora-o-zakupu-koristenju-poslovnih-prostora,CSV,Ugovori o zakupu/korištenju poslovnih prostora_ 2024,https://data.zagreb.hr/dataset/bcd9d552-b296-4d68-a2d3-1594cf311dc2/resource/d88c285f-2bfc-4789-8d5b-375f8951c3f6/download/ugovori-o-zakupu_koritenju-poslovnih-prostora_-2024.csv,2025-12-30
Registar ugovora o zakupu / korištenju poslovnih prostora,registar-ugovora-o-zakupu-koristenju-poslovnih-prostora,CSV,Registar ugovora o zakupu / korištenju poslovnih prostora 2023,https://data.zagreb.hr/dataset/bcd9d552-b296-4d68-a2d3-1594cf311dc2/resource/48ef1efa-a41d-4d6a-bf8d-9821d49a9523/download/registar-ugovora-o-zakupu-koritenju-poslovnih-prostora-2023.csv,2025-01-03
Registar ugovora o zakupu / korištenju poslovnih prostora,registar-ugovora-o-zakupu-koristenju-poslovnih-prostora,CSV,Registar ugovori o zakupu / korištenju poslovnih prostora 2022,https://data.zagreb.hr/dataset/bcd9d552-b296-4d68-a2d3-1594cf311dc2/resource/71f3c55a-7d74-4400-9b13-5ebd4a9e0f6f/download/ugovori-o-zakupu-koritenju-poslovnih-prostorapodregistar-04.csv,2023-03-28
Rezultati Javnih poziva za predlaganje programa u kulturi,rezultati-javnih-poziva-za-predlaganje-programa-u-kulturi,CSV,2023 Rezultati poziva,https://data.zagreb.hr/dataset/a4f9a62c-6aac-483c-b074-940f608b866b/resource/e9a45d99-be78-464b-b893-5f3ed76b81e5/download/2023-rezultati-javni-poziv-za-predlaganje-programa-u-kulturi.csv,2023-04-18
Rezultati Javnih poziva za predlaganje programa u kulturi,rezultati-javnih-poziva-za-predlaganje-programa-u-kulturi,CSV,2022 Rezultati poziva,https://data.zagreb.hr/dataset/a4f9a62c-6aac-483c-b074-940f608b866b/resource/3491d94c-f9a4-4f54-8278-dc3e67c596c5/download/2022rezultatijavnipozivzapredlaganjeprogramaukulturi2022godina.csv,2023-04-18
Rezultati Javnih poziva za predlaganje programa u kulturi,rezultati-javnih-poziva-za-predlaganje-programa-u-kulturi,CSV,2024 Rezultati poziva,https://data.zagreb.hr/dataset/a4f9a62c-6aac-483c-b074-940f608b866b/resource/3eba1d68-c586-48c5-8448-6413d9129978/download/2024-rezultati-poziva.csv,2024-03-19
Slobodna mjesta u vrtićima i obrtima za čuvanje djece Grada Zagreba,slobodna-mjesta-u-vrticima-i-obrtima-za-cuvanje-djece-grada-zagreba,CSV,Slobodna mjesta dadilje 01.01.2025.,https://data.zagreb.hr/dataset/2286de51-f7bf-45ae-a212-9a5530527c94/resource/f1c42d5e-17c8-40e9-83a9-fba7539bd4b5/download/slobodna-mjesta-dadilje-1.1.25-csv.csv,2025-01-02
Slobodna mjesta u vrtićima i obrtima za čuvanje djece Grada Zagreba,slobodna-mjesta-u-vrticima-i-obrtima-za-cuvanje-djece-grada-zagreba,CSV,Slobodna mjesta u gradskim DV - 01.01.2025..csv,https://data.zagreb.hr/dataset/2286de51-f7bf-45ae-a212-9a5530527c94/resource/a6a9199d-eaf4-4f75-9bce-7a3a5b367d30/download/slobodna-mjesta-u-gradskim-dv-01.01.2025..csv,2025-01-02
Sredstva mjesne samouprave 2001-2024.,sredstva-mjesne-samouprave-2001-2023,CSV,Sredstva mjesne samouprave 2001-2024.,https://data.zagreb.hr/dataset/e07abb67-faba-412d-a610-0bfe24c71d5a/resource/edef0e1f-5ba7-4f8e-b8df-bf57c75b0e96/download/tablica-2001-2024-novo.csv,2024-03-12
Struktura obrta Grada Zagreba,struktura-obrta-grada-zagreba,CSV,Obrt - struktura ,https://data.zagreb.hr/dataset/5f7fb47f-9a1a-40a4-ae61-3236f50b6f32/resource/ce938f94-26ad-4cf8-8902-aceadb8b54d4/download/strukturaobrtag.csv,2016-06-30
Stvarno korištenje površina 2020.,stvarno-koristenje-povrsina-2020,CSV,Stvarno korištenje površina 2020.,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Koristenje_povrsina_2020_edit/FeatureServer/replicafilescache/Koristenje_povrsina_2020_edit_7671277669800275850.csv,2024-09-13
Telekomunikacijski razvodni ormarići,telekomunikacijski-razvodni-ormarici,CSV,Telekomunikacijski razvodni ormarići,https://opendata.arcgis.com/api/v3/datasets/f72999526a9b4105b2af4f6f036a16fa_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-25
Telekomunikacijski razvodni ormarići,telekomunikacijski-razvodni-ormarici,GEOJSON,Telekomunikacijski razvodni ormarići,https://opendata.arcgis.com/api/v3/datasets/f72999526a9b4105b2af4f6f036a16fa_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-26
Topografska osnova 2018. Objekti,topografska-osnova-2018-objekti,CSV,Topografska osnova 2018. Objekti,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Objekti/FeatureServer/replicafilescache/Objekti_6780110535445091153.csv,2024-09-16
Topografska osnova 2018. Objekti,topografska-osnova-2018-objekti,GEOJSON,Topografska osnova 2018. Objekti,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Objekti/FeatureServer/replicafilescache/Objekti_5233614161629788167.geojson,2024-09-16
Topografska osnova 2018. Promet,topografska-osnova-2018-promet,CSV,Topografska osnova 2018. Promet,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Promet/FeatureServer/replicafilescache/Promet_1892379693613403765.csv,2024-09-16
Topografska osnova 2018. Promet,topografska-osnova-2018-promet,GEOJSON,Topografska osnova 2018. Promet,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Promet/FeatureServer/replicafilescache/Promet_5602162737547094296.geojson,2024-09-16
Topografska osnova 2018. Vegetacija i vrste zemljišta,topografska-osnova-2018-vegetacija-i-vrste-zemljista,CSV,Topografska osnova 2018. Vegetacija i vrste zemljišta,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Topografska_osnova_2018_Vegetacija_i_vrste_zemlji%C5%A1ta/FeatureServer/replicafilescache/Topografska_osnova_2018_Vegetacija_i_vrste_zemlji%C5%A1ta_2693991964367133778.csv,2024-09-16
Topografska osnova 2018. Vegetacija i vrste zemljišta,topografska-osnova-2018-vegetacija-i-vrste-zemljista,GEOJSON,Topografska osnova 2018. Vegetacija i vrste zemljišta,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Topografska_osnova_2018_Vegetacija_i_vrste_zemlji%C5%A1ta/FeatureServer/replicafilescache/Topografska_osnova_2018_Vegetacija_i_vrste_zemlji%C5%A1ta_-351063888473117085.geojson,2024-09-16
Topografska osnova 2018. Vode,topografska-osnova-2018-vode,CSV,Topografska osnova 2018. Vode,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Vodene_povrsine/FeatureServer/replicafilescache/Vodene_povrsine_-2396831422967279107.csv,2024-09-16
Topografska osnova 2018. Vode,topografska-osnova-2018-vode,GEOJSON,Topografska osnova 2018. Vode,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Vodene_povrsine/FeatureServer/replicafilescache/Vodene_povrsine_-7160223387066445382.geojson,2024-09-16
"Ugostiteljski objekti, nekategorizirani, turističke agencije i vodiči",ugostiteljski-objekti-nekategorizirani-turisticke-agencije-i-vodici,CSV,Objekti,https://data.zagreb.hr/dataset/7635807f-7db2-41fa-a7ed-29e2b2140f82/resource/10f509c9-c84a-43d8-b535-37957b0b305b/download/ugobnekatjtatvt.csv,2016-06-30
Ugovori o najmu stanova,ugovori-o-najmu-stanova-2022,CSV,Ugovori o najmu stanova_2024,https://data.zagreb.hr/dataset/cf3efb54-bec8-4c5c-a6e0-72aac0dc756d/resource/71ec8a99-1960-4729-8b9d-6bba771202e1/download/ugovori-o-najmu-stanova_2024.csv,2025-12-30
Ugovori o najmu stanova,ugovori-o-najmu-stanova-2022,CSV,Ugovori o najmu stanova 2023,https://data.zagreb.hr/dataset/cf3efb54-bec8-4c5c-a6e0-72aac0dc756d/resource/13c5c5d0-abbb-4322-a30d-dd5c6afff9db/download/ugovori-o-najmu-stanova-2023.csv,2025-01-03
Ugovori o najmu stanova,ugovori-o-najmu-stanova-2022,CSV,Ugovori o najmu stanova za 2022.,https://data.zagreb.hr/dataset/cf3efb54-bec8-4c5c-a6e0-72aac0dc756d/resource/83292e73-9cb1-4eb4-a357-d0e1eb80c6e6/download/ugovori-o-najmu-stanovapodregistar-05.csv,2023-03-27
Ugovori o zakupu zemljišta,ugovori-o-zakupu-zemljista-2022,CSV,Ugovori o zakupu zemljišta 2024,https://data.zagreb.hr/dataset/6a9f7690-9c63-4121-a3f3-21fa2368a645/resource/81193b9b-e8de-41a5-a33a-f7fe224d2e14/download/ugovori-o-zakupu-zemljita-2024.csv,2025-12-30
Ugovori o zakupu zemljišta,ugovori-o-zakupu-zemljista-2022,CSV,Ugovori o zakupu zemljišta 2023,https://data.zagreb.hr/dataset/6a9f7690-9c63-4121-a3f3-21fa2368a645/resource/a7239530-1e2d-4295-bc6b-e73c65c1321a/download/ugovori-o-zakupu-zemljita-2023.csv,2025-01-03
Ugovori o zakupu zemljišta,ugovori-o-zakupu-zemljista-2022,CSV,Ugovori o zakupu zemljišta 2022.,https://data.zagreb.hr/dataset/6a9f7690-9c63-4121-a3f3-21fa2368a645/resource/79398265-e030-41c6-9692-87ce1fb167a5/download/ugovori-o-zakupu-zemljita-2022podregistar-03.csv,2023-03-27
ZG3D 2022 3D model Grada Zagreba,zg3d-2022-3d-model-gz,CSV,ZG3D 2022 3D model GZ,https://data.zagreb.hr/dataset/e29b27a2-01bc-442a-b0ac-4c337003abc3/resource/d299a2e7-d73d-41a8-9747-74a2088808c0/download/zg3d_2022_3d_model_gz_-7862475332085563310.csv,2025-05-07
ZG3D 2022 3D model Grada Zagreba,zg3d-2022-3d-model-gz,GEOJSON,ZG3D 2022 3D model GZ,https://data.zagreb.hr/dataset/e29b27a2-01bc-442a-b0ac-4c337003abc3/resource/87e5bfcc-01d8-4706-88de-943accf61428/download/zg3d_2022_3d_model_gz_-7099510407498302587.geojson,2025-05-07
ZG3D Gradska četvrt Brezovica 2022,zg3d-gradska-cetvrt-brezovica-2022,CSV,ZG3D GC Brezovica 2022,https://data.zagreb.hr/dataset/97080905-5bd1-4a86-922f-98e1cfb19c91/resource/1bbaa89f-3da3-47dc-87ee-dfd26c451c11/download/zg3d_gc_brezovica_2022_1647696802099679608.csv,2025-05-07
ZG3D Gradska četvrt Brezovica 2022,zg3d-gradska-cetvrt-brezovica-2022,GEOJSON,ZG3D GC Brezovica 2022,https://data.zagreb.hr/dataset/97080905-5bd1-4a86-922f-98e1cfb19c91/resource/eb40eea7-b65c-4fbc-81e3-cccf6d5e75a5/download/zg3d_gc_brezovica_2022_8714788398261988742.geojson,2025-05-07
ZG3D Gradska četvrt Donja Dubrava 2022,zg3d-gradska-cetvrt-donja-dubrava-2022,CSV, ZG3D GC Donja Dubrava 2022,https://data.zagreb.hr/dataset/910802b2-a513-4ffa-8d56-611e05ad084b/resource/b3235aa7-0d70-48ac-a69a-4b56294d53ef/download/zg3d_gc_donja_dubrava_2022_-5479219087873081144.csv,2025-05-07
ZG3D Gradska četvrt Donja Dubrava 2022,zg3d-gradska-cetvrt-donja-dubrava-2022,GEOJSON,ZG3D GC Donja Dubrava 2022,https://data.zagreb.hr/dataset/910802b2-a513-4ffa-8d56-611e05ad084b/resource/9a61de8d-d801-4506-83aa-4db2f7034c17/download/zg3d_gc_donja_dubrava_2022_6625283889253730407.geojson,2025-05-07
ZG3D Gradska četvrt Donji Grad 2022,zg3d-gradska-cetvrt-donji-grad-2022,CSV,ZG3D GC Donji Grad 2022,https://data.zagreb.hr/dataset/685407fb-e836-462b-9bdd-26325150cfe1/resource/41c73bcb-e209-4837-a7cb-d5b12b2a8f58/download/zg3d_gc_donji_grad_2022__4757631103636639003.csv,2025-05-07
ZG3D Gradska četvrt Donji Grad 2022,zg3d-gradska-cetvrt-donji-grad-2022,GEOJSON,ZG3D GC Donji Grad 2022,https://data.zagreb.hr/dataset/685407fb-e836-462b-9bdd-26325150cfe1/resource/5ec5ac98-73f8-4e4f-9414-09756fc85362/download/zg3d_gc_donji_grad_2022__737364196556937077.geojson,2025-05-07
ZG3D Gradska četvrt Gornja Dubrava 2022,zg3d-gradska-cetvrt-gornja-dubrava-2022,CSV,ZG3D GC Gornja Dubrava 2022,https://data.zagreb.hr/dataset/bad521f6-1315-4393-bea2-49f0d4f8ad99/resource/f9b1404a-a3c2-42b2-b28b-a91e88efff0c/download/zg3d_gc_gornja_dubrava_2022_2434332099720029425.csv,2025-05-07
ZG3D Gradska četvrt Gornja Dubrava 2022,zg3d-gradska-cetvrt-gornja-dubrava-2022,GEOJSON,ZG3D GC Gornja Dubrava 2022,https://data.zagreb.hr/dataset/bad521f6-1315-4393-bea2-49f0d4f8ad99/resource/a09f133f-b0db-4c07-a3ee-18c6de0d4064/download/zg3d_gc_gornja_dubrava_2022_1042619704566654668.geojson,2025-05-07
ZG3D Gradska četvrt Gornji Grad 2022,zg3d-gradska-cetvrt-gornji-grad-2022,CSV,ZG3D GC Gornji Grad 2022,https://data.zagreb.hr/dataset/59c624fc-3f6d-4082-8fc0-0b654d2d41af/resource/70e417a6-190b-4e7f-8703-36327698da07/download/zg3d_gc_gornji_grad_2022_-3174235627885203848.csv,2025-05-07
ZG3D Gradska četvrt Gornji Grad 2022,zg3d-gradska-cetvrt-gornji-grad-2022,GEOJSON,ZG3D GC Gornji Grad 2022,https://data.zagreb.hr/dataset/59c624fc-3f6d-4082-8fc0-0b654d2d41af/resource/8cee4be5-23a1-4071-9124-ec0ade2c904e/download/zg3d_gc_gornji_grad_2022_1964068477724400423.geojson,2025-05-07
ZG3D Gradska četvrt Maksimir 2022,zg3d-gradska-cetvrt-maksimir-2022,CSV,ZG3D GC Maksimir 2022,https://data.zagreb.hr/dataset/b7cd22b1-5fac-4437-acdf-016569a8c8f5/resource/664a2770-041d-4a13-9cf9-c20d1aeb79b4/download/zg3d_gc_maksimir_2022_8639842829288059210.csv,2025-05-07
ZG3D Gradska četvrt Maksimir 2022,zg3d-gradska-cetvrt-maksimir-2022,GEOJSON,ZG3D GC Maksimir 2022,https://data.zagreb.hr/dataset/b7cd22b1-5fac-4437-acdf-016569a8c8f5/resource/38435264-acad-47da-b835-a2d9dc16b19e/download/zg3d_gc_maksimir_2022_5260354473713811741.geojson,2025-05-07
ZG3D Gradska četvrt Novi Zagreb istok 2022,zg3d-gradska-cetvrt-novi-zagreb-istok-2022,CSV,ZG3D GC Novi Zagreb istok 2022,https://data.zagreb.hr/dataset/456a13c7-c888-48d7-bf8f-7a77eb4fd99e/resource/b2845745-afd6-4272-a31a-5e5906bed6e2/download/zg3d_gc_novi_zagreb_istok_2022_-6846733335818527028.csv,2025-05-07
ZG3D Gradska četvrt Novi Zagreb istok 2022,zg3d-gradska-cetvrt-novi-zagreb-istok-2022,GEOJSON,ZG3D GC Novi Zagreb istok 2022,https://data.zagreb.hr/dataset/456a13c7-c888-48d7-bf8f-7a77eb4fd99e/resource/035c6bf5-8975-4290-9faf-148db8f3bbf1/download/zg3d_gc_novi_zagreb_istok_2022_-3108577300901486921.geojson,2025-05-07
ZG3D Gradska četvrt Novi Zagreb zapad 2022,zg3d-gradska-cetvrt-novi-zagreb-zapad-2022,CSV,ZG3D GC Novi Zagreb zapad 2022,https://data.zagreb.hr/dataset/e8ff424c-ebc2-402f-b741-7f60e1f3e427/resource/3ed5d304-e9f4-46c1-bbc5-d3e6f79f0a63/download/zg3d_gc_novi_zagreb_zapad_2022_4687512281479700040.csv,2025-05-07
ZG3D Gradska četvrt Novi Zagreb zapad 2022,zg3d-gradska-cetvrt-novi-zagreb-zapad-2022,GEOJSON,ZG3D GC Novi Zagreb zapad 2022,https://data.zagreb.hr/dataset/e8ff424c-ebc2-402f-b741-7f60e1f3e427/resource/7b4f03ca-50fe-433f-a0d0-52245a7e4059/download/zg3d_gc_novi_zagreb_zapad_2022_7718798203832258822.geojson,2025-05-07
ZG3D Gradska četvrt Peščenica Žitnjak 2022,zg3d-gradska-cetvrt-pescenica-zitnjak-2022,CSV,ZG3D GC Peščenica Žitnjak 2022,https://data.zagreb.hr/dataset/e44e0790-246a-4bbc-9b29-3313a42b4bcf/resource/b65f9bc5-78c7-4689-a811-840cd9e5c633/download/zg3d_gc_pescenica_zitnjak_2022_-6113024287742298874.csv,2025-05-07
ZG3D Gradska četvrt Peščenica Žitnjak 2022,zg3d-gradska-cetvrt-pescenica-zitnjak-2022,GEOJSON,ZG3D GC Peščenica Žitnjak 2022,https://data.zagreb.hr/dataset/e44e0790-246a-4bbc-9b29-3313a42b4bcf/resource/b122762a-904a-47fe-b1f3-c543f2c6a11f/download/zg3d_gc_pescenica_zitnjak_2022_2687334570113107872.geojson,2025-05-07
ZG3D Gradska četvrt Podsljeme 2022,zg3d-gradska-cetvrt-podsljeme-2022,CSV,ZG3D GC Podsljeme 2022,https://data.zagreb.hr/dataset/040d5e01-3ba5-48ca-ba9c-13d73208412d/resource/9d295c8d-37f7-4037-bccc-e26521512ad7/download/zg3d_gc_podsljeme_2022_-5029946886980142199.csv,2025-05-07
ZG3D Gradska četvrt Podsljeme 2022,zg3d-gradska-cetvrt-podsljeme-2022,GEOJSON,ZG3D GC Podsljeme 2022,https://data.zagreb.hr/dataset/040d5e01-3ba5-48ca-ba9c-13d73208412d/resource/9c1fea12-c633-4cf6-9833-015cff54f87a/download/zg3d_gc_podsljeme_2022_4120865511495016481.geojson,2025-05-07
ZG3D Gradska četvrt Podsused Vrapče 2022,zg3d-gradska-cetvrt-podsused-vrapce-2022,CSV,ZG3D GC Podsused Vrapce 2022,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/ZG3D_GC_Podsused_Vrapce_2022/FeatureServer/replicafilescache/ZG3D_GC_Podsused_Vrapce_2022_7138139357611251558.csv,2025-04-29
ZG3D Gradska četvrt Podsused Vrapče 2022,zg3d-gradska-cetvrt-podsused-vrapce-2022,GEOJSON,ZG3D GC Podsused Vrapce 2022,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/ZG3D_GC_Podsused_Vrapce_2022/FeatureServer/replicafilescache/ZG3D_GC_Podsused_Vrapce_2022_-4079584783035309026.geojson,2025-04-29
ZG3D Gradska četvrt Sesvete 2022,zg3d-gradska-cetvrt-sesvete,CSV,ZG3D GC Sesvete 2022,https://data.zagreb.hr/dataset/b87a3790-a005-41f3-9ffa-418668a817d5/resource/329bc1e2-9d78-4ba0-8345-634c4b3ef1f7/download/zg3d_gc_sesvete_2022_715340132294692740.csv,2025-05-07
ZG3D Gradska četvrt Sesvete 2022,zg3d-gradska-cetvrt-sesvete,GEOJSON,ZG3D GC Sesvete 2022,https://data.zagreb.hr/dataset/b87a3790-a005-41f3-9ffa-418668a817d5/resource/f20c0a0f-af8c-4684-a376-e3c847955595/download/zg3d_gc_sesvete_2022_4854837517970485426.geojson,2025-05-07
ZG3D Gradska četvrt Stenjevec 2022,zg3d-gradska-cetvrt-stenjevec-2022,CSV,ZG3D Stenjevec 2022,https://data.zagreb.hr/dataset/bd57519a-c60a-4510-a8b7-f32d1df808e9/resource/df858bae-c763-4bd6-bdb5-9ea823a22e8c/download/zg3d_gc_stenjevec_2022_6884026920115915222.csv,2025-05-07
ZG3D Gradska četvrt Stenjevec 2022,zg3d-gradska-cetvrt-stenjevec-2022,GEOJSON,ZG3D Stenjevec 2022,https://data.zagreb.hr/dataset/bd57519a-c60a-4510-a8b7-f32d1df808e9/resource/e3668fd0-6236-4a87-8831-1962af649632/download/zg3d_gc_stenjevec_2022_2817776442467026049.geojson,2025-05-07
ZG3D Gradska četvrt Trešnjevka jug 2022,zg3d-gradska-cetvrt-tresnjevka-jug-2022,CSV,ZG3D GC Trešnjevka jug 2022,https://data.zagreb.hr/dataset/916d7a1f-714d-4794-b67a-e81655c54f91/resource/4c772187-9962-460d-9f16-e402d864d1a5/download/zg3d_gc_tresnjevka_jug_2022_3918243302614970847.csv,2025-05-07
ZG3D Gradska četvrt Trešnjevka jug 2022,zg3d-gradska-cetvrt-tresnjevka-jug-2022,GEOJSON,ZG3D GC Trešnjevka jug 2022,https://data.zagreb.hr/dataset/916d7a1f-714d-4794-b67a-e81655c54f91/resource/87a52772-776d-42ff-b932-c66303052cec/download/zg3d_gc_tresnjevka_jug_2022_-5399559472906876522.geojson,2025-05-07
ZG3D Gradska četvrt Trešnjevka sjever 2022,zg3d-gradska-cetvrt-tresnjevka-sjever-2022,CSV,ZG3D GC Trešnjevka sjever 2022,https://data.zagreb.hr/dataset/9532d047-4264-4cb2-9265-387e9b367f8b/resource/06edadc8-f5d0-4a2c-a74c-dd7f24063d85/download/zg3d_gc_tresnjevka_sjever_2022_-440207646000295292.csv,2025-05-07
ZG3D Gradska četvrt Trešnjevka sjever 2022,zg3d-gradska-cetvrt-tresnjevka-sjever-2022,GEOJSON,ZG3D GC Trešnjevka sjever 2022,https://data.zagreb.hr/dataset/9532d047-4264-4cb2-9265-387e9b367f8b/resource/0f8537c8-2cff-4410-91ad-40556e901069/download/zg3d_gc_tresnjevka_sjever_2022_-7126535759132386177.geojson,2025-05-07
ZG3D Gradska četvrt Trnje 2022,zg3d-gradska-cetvrt-trnje-2022,CSV,ZG3D GC Trnje 2022,https://data.zagreb.hr/dataset/0e2a16af-c993-477c-93fb-3d9a7114d064/resource/b3127fd7-f447-47b9-8e23-7420e4c57e2b/download/zg3d_gc_trnje_2022_2264678255288625683.csv,2025-05-07
ZG3D Gradska četvrt Trnje 2022,zg3d-gradska-cetvrt-trnje-2022,GEOJSON,ZG3D GC Trnje 2022,https://data.zagreb.hr/dataset/0e2a16af-c993-477c-93fb-3d9a7114d064/resource/eb87e912-df5c-4f71-8920-f8b63ef08999/download/zg3d_gc_trnje_2022_-5402852497803139915.geojson,2025-05-07
ZG3D Gradska četvrt Črnomerec 2022,zg3d-gradska-cetvrt-crnomerec-2022,CSV,ZG3D GC Črnomerec 2022,https://data.zagreb.hr/dataset/18be0e5a-6fa1-4472-b556-c6bc5ab17bbf/resource/60f66aa6-93f1-406e-a1ed-fdd317bd8e94/download/zg3d_gc_crnomerec_2022_7054767402260252140.csv,2025-05-07
ZG3D Gradska četvrt Črnomerec 2022,zg3d-gradska-cetvrt-crnomerec-2022,GEOJSON,ZG3D GC Črnomerec 2022,https://data.zagreb.hr/dataset/18be0e5a-6fa1-4472-b556-c6bc5ab17bbf/resource/3a856dca-088c-4599-b6d2-1e90c6bc7427/download/zg3d_gc_crnomerec_2022_1206043196967301414.geojson,2025-05-07
Zagrebačka nadbiskupija - teritorijalna struktura,zagrebacka-nadbiskupija-teritorijalna-struktura,CSV,Župe,https://data.zagreb.hr/dataset/705bfd86-025c-4d19-b260-bcc3c4a804a7/resource/f0bba293-2578-4548-8fdb-b05c875db5c0/download/zupe-zagrebacka-nadbiskupija.csv,2023-03-30
Zastupljenost žena u javnim tijelima Grada Zagreba,zastupljenost-zena-u-javnim-tijelima-grada-zagreba,CSV,"Nadzorni i upravni odbori, vijeća koje imenuje Grad Zagreb",https://data.zagreb.hr/dataset/39a83eb5-1e63-4c99-8d7c-0206c331679c/resource/8b128c2f-d6c8-4ebb-9f0f-f11588b0c624/download/nadzorni-i-upravni-odbori-vijea-koje-imenuje-grad-zagreb.csv,2025-03-12
Zastupljenost žena u javnim tijelima Grada Zagreba,zastupljenost-zena-u-javnim-tijelima-grada-zagreba,CSV,Rodno segregirana zanimanja u Gradu Zagrebu,https://data.zagreb.hr/dataset/39a83eb5-1e63-4c99-8d7c-0206c331679c/resource/1ca83bf4-bfe1-47b4-b395-1cce2cd7e0e9/download/rodno-segregirana-zanimanja-u-gradu-zagrebu.csv,2025-03-12
Zastupljenost žena u javnim tijelima Grada Zagreba,zastupljenost-zena-u-javnim-tijelima-grada-zagreba,CSV,Gradska uprava Grada Zagreba,https://data.zagreb.hr/dataset/39a83eb5-1e63-4c99-8d7c-0206c331679c/resource/d78528db-21b7-439c-8286-c272e54fd891/download/gradska-uprava-grada-zagreba.csv,2025-03-12
